,ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags
9096,45633005,12231,746,TOYOTA,Prius 1.5I,2009,Sedan,Yes,Hybrid,1.5,127300,4.0,Automatic,Front,4.0,Left wheel,Silver,12
9097,45810989,33243,2225,LEXUS,GX 460,2017,Jeep,Yes,Petrol,4.6,69918,8.0,Automatic,4x4,4.0,Left wheel,White,12
9098,45782535,2600,-,FIAT,Cinquecento,2000,Hatchback,No,Petrol,1.1,170000,4.0,Manual,Front,2.0,Left wheel,Black,2
9099,45769190,314,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,132630,6.0,Automatic,Rear,4.0,Left wheel,Silver,12
9100,45763346,6272,1586,NISSAN,Pathfinder,2010,Jeep,Yes,Petrol,4,203466,6.0,Automatic,Front,4.0,Left wheel,Black,12
9101,45729788,20244,639,SSANGYONG,Korando,2014,Jeep,Yes,Diesel,2,42202,4.0,Automatic,Front,4.0,Left wheel,Grey,4
9102,45733598,70678,1079,HYUNDAI,Sonata,2018,Sedan,Yes,Petrol,2,34704,4.0,Automatic,Front,4.0,Left wheel,Grey,4
9103,45801932,9095,843,TOYOTA,Prius,2008,Sedan,No,Hybrid,1.5,178000,4.0,Automatic,Front,4.0,Left wheel,Silver,12
9104,45780243,10349,-,TOYOTA,Ist,2003,Sedan,No,Petrol,1.3,157000,4.0,Automatic,Front,4.0,Right-hand drive,Black,6
9105,45815247,31675,2297,MERCEDES-BENZ,G 63 AMG,2016,Jeep,Yes,Petrol,5.5,39325,8.0,Automatic,4x4,4.0,Left wheel,Black,12
9106,45755329,15367,-,FORD,Fiesta,2017,Sedan,No,Petrol,1.6,41000,4.0,Automatic,Front,4.0,Left wheel,White,6
9107,45789555,15053,-,MERCEDES-BENZ,E 320,2004,Sedan,Yes,Petrol,3.2,214000,6.0,Tiptronic,Rear,4.0,Left wheel,Grey,8
9108,45769203,549,1234,MAZDA,CX-9,2011,Sedan,Yes,Petrol,3.7,134157,6.0,Automatic,4x4,4.0,Left wheel,Black,12
9109,45812780,470,1327,TOYOTA,Camry,2018,Sedan,Yes,Petrol,2.5,44845,4.0,Automatic,Front,4.0,Left wheel,Brown,12
9110,45810720,18503,531,NISSAN,Juke,2012,Jeep,No,Petrol,1.6 Turbo,76053,4.0,Tiptronic,Front,4.0,Left wheel,Silver,8
9111,45789249,10036,-,TOYOTA,Altezza,2001,Sedan,No,Petrol,2,160000,4.0,Tiptronic,Rear,4.0,Right-hand drive,Blue,2
9112,45648650,1725,1363,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,4.6,180659,8.0,Automatic,4x4,4.0,Left wheel,Black,12
9113,45794496,12858,-,TOYOTA,Aqua,2012,Hatchback,No,Hybrid,1.5,120000,4.0,Automatic,Front,4.0,Right-hand drive,White,9
9114,45813164,392,1024,FORD,Fusion,2010,Sedan,Yes,Hybrid,2.5,46837,4.0,Automatic,Front,4.0,Left wheel,Silver,12
9115,45788720,24462,777,TOYOTA,Camry,2014,Sedan,Yes,Petrol,2.5,74000,4.0,Tiptronic,Front,4.0,Left wheel,Grey,0
9116,45801569,7997,-,VOLKSWAGEN,Passat B5,2003,Sedan,Yes,Petrol,1.8 Turbo,139000,4.0,Tiptronic,Front,4.0,Left wheel,Black,8
9117,45800281,6586,-,OPEL,Astra,1998,Goods wagon,No,CNG,1.6,200000,4.0,Manual,Front,4.0,Left wheel,Silver,2
9118,45700875,16621,585,VOLKSWAGEN,Jetta,2013,Sedan,Yes,Petrol,1.8,68000,4.0,Tiptronic,Front,4.0,Left wheel,Silver,10
9119,45797548,10663,-,MERCEDES-BENZ,E 320,2002,Sedan,Yes,Petrol,3.2,139000,6.0,Tiptronic,Rear,4.0,Right-hand drive,Silver,8
9120,45794055,19757,697,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8 Turbo,23000,4.0,Manual,Front,4.0,Left wheel,Grey,6
9121,45807071,549,1292,MERCEDES-BENZ,GLE 450,2016,Jeep,Yes,Petrol,3,59099,6.0,Automatic,4x4,4.0,Left wheel,White,12
9122,45629880,16935,765,FORD,Fusion,2015,Sedan,Yes,Petrol,2,71454,4.0,Automatic,Front,4.0,Left wheel,Black,0
9123,45732121,46919,696,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2.2,138742,4.0,Automatic,Front,4.0,Left wheel,Grey,4
9124,45760468,11290,915,AUDI,A7,2014,Hatchback,Yes,Petrol,3,0,6.0,Automatic,4x4,4.0,Left wheel,Black,0
9125,45773773,1254,462,TOYOTA,Prius,2019,Sedan,Yes,Hybrid,1.8,7518,4.0,Automatic,4x4,4.0,Left wheel,White,12
9126,45806755,21000,1845,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8,67000,4.0,Tiptronic,Front,4.0,Right-hand drive,Black,12
9127,45642477,9722,609,TOYOTA,Camry,2018,Sedan,Yes,Hybrid,2.5,127515,4.0,Automatic,Front,4.0,Left wheel,Black,12
9128,45813453,11604,-,TOYOTA,Prius,2006,Sedan,No,Hybrid,1.5,331139,4.0,Automatic,Front,4.0,Left wheel,Grey,4
9129,45328661,74639,-,MITSUBISHI,L 200,2019,Pickup,No,Diesel,2.5 Turbo,0,4.0,Manual,4x4,4.0,Left wheel,Grey,4
9130,45635049,40142,1202,MITSUBISHI,Outlander,2017,Jeep,No,Petrol,2.4,60800,4.0,Variator,4x4,4.0,Left wheel,Grey,12
9131,45769784,392,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,1600,4.0,Automatic,Rear,4.0,Left wheel,Black,12
9132,45761475,32929,-,BMW,535,2011,Sedan,Yes,Petrol,3.0 Turbo,165000,6.0,Tiptronic,Rear,4.0,Left wheel,White,10
9133,45262917,22580,830,CHEVROLET,Equinox LT,2019,Jeep,No,Petrol,1.5,5124,4.0,Automatic,4x4,4.0,Left wheel,Black,10
9134,45749602,31361,394,TOYOTA,Avalon,2014,Sedan,Yes,Hybrid,2.5,144000,4.0,Automatic,Front,4.0,Left wheel,Black,12
9135,45760350,4861,639,SUBARU,XV,2014,Jeep,Yes,Petrol,2,236198,4.0,Automatic,4x4,4.0,Left wheel,White,0
9136,45769082,392,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,1600,4.0,Automatic,Rear,4.0,Left wheel,Black,12
9137,45766315,19130,1194,TOYOTA,Tacoma,2013,Sedan,Yes,Petrol,4,57554,6.0,Automatic,4x4,4.0,Left wheel,Silver,12
9138,45507111,15950,-,TOYOTA,Prius C,2013,Hatchback,No,Hybrid,1.5,91200,2.0,Automatic,Front,4.0,Left wheel,Grey,6
9139,45809581,12432,585,CHEVROLET,Cruze,2013,Sedan,Yes,Petrol,1.8,114335,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9140,45786777,7840,-,FORD,Transit,1998,Goods wagon,No,Diesel,2.5,1000,1.0,Manual,Rear,4.0,Left wheel,White,1
9141,45774265,470,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,35874,4.0,Automatic,4x4,4.0,Left wheel,Black,12
9142,45653861,220,919,BMW,X5,2012,Jeep,Yes,Diesel,3,273962,6.0,Automatic,4x4,4.0,Left wheel,White,0
9143,45770188,1646,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,3.5,205968,6.0,Automatic,4x4,4.0,Left wheel,White,12
9144,45651850,5018,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,167222,6.0,Automatic,4x4,4.0,Left wheel,Black,12
9145,45767513,5959,-,BMW,528,1998,Sedan,Yes,CNG,2.8,243987,6.0,Automatic,Rear,4.0,Left wheel,Black,8
9146,45796775,6272,-,OPEL,Astra CNG,2003,Universal,No,CNG,1.6,162000,4.0,Manual,Front,4.0,Left wheel,Red,4
9147,45808762,1333,1079,FORD,Focus,2018,Sedan,Yes,Petrol,2,107664,4.0,Automatic,Front,4.0,Left wheel,Black,12
9148,45756590,470,934,NISSAN,Rogue,2015,Jeep,Yes,Petrol,2.5,81685,4.0,Automatic,4x4,4.0,Left wheel,White,12
9149,45647938,157,1172,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,220323,6.0,Automatic,4x4,4.0,Left wheel,Black,12
9150,45816302,6586,1018,BMW,X5,2011,Jeep,Yes,Petrol,3,117194,6.0,Automatic,4x4,4.0,Left wheel,Black,12
9151,45776466,19757,836,JEEP,Patriot,2010,Jeep,No,Diesel,2.0 Turbo,39000,4.0,Manual,4x4,4.0,Left wheel,White,4
9152,45810461,13996,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,229276,4.0,Automatic,Front,4.0,Left wheel,Grey,4
9153,45801961,32929,880,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,1.6,54865,4.0,Automatic,Front,4.0,Left wheel,Grey,4
9154,45803149,10976,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,385876,4.0,Automatic,Front,4.0,Left wheel,White,4
9155,45796833,7527,-,MERCEDES-BENZ,C 200,1996,Sedan,No,Petrol,2,150000,4.0,Manual,Rear,4.0,Left wheel,Blue,2
9156,45769401,1411,1624,MERCEDES-BENZ,E 350,2009,Sedan,Yes,Diesel,3.5,266061,6.0,Automatic,4x4,4.0,Left wheel,Black,12
9157,45813151,220,919,MERCEDES-BENZ,ML 350,2012,Jeep,Yes,Diesel,3,209072,6.0,Automatic,4x4,4.0,Left wheel,Grey,12
9158,45797674,20005,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,36239,4.0,Automatic,Front,4.0,Left wheel,Grey,4
9159,45798375,7840,-,MAZDA,Verisa 2007,2007,Hatchback,No,Petrol,1.4,180000,4.0,Automatic,Front,4.0,Right-hand drive,White,4
9160,45744747,5802,790,DAEWOO,Lacetti,2009,Sedan,Yes,Petrol,1.6,107125,4.0,Automatic,Front,4.0,Left wheel,Black,4
9161,45290568,26343,-,FORD,Mustang,2012,Coupe,No,Petrol,3.7,92000,6.0,Manual,Rear,2.0,Left wheel,Blue,9
9162,45740382,127000,-,JEEP,Cherokee,2018,Jeep,Yes,Diesel,3.0 Turbo,26713,6.0,Automatic,4x4,4.0,Left wheel,Grey,12
9163,45765154,3293,475,FIAT,500,2012,Sedan,Yes,Petrol,1.4,157317,4.0,Automatic,Front,4.0,Left wheel,Red,12
9164,45781534,14426,-,VOLKSWAGEN,CC,2009,Sedan,Yes,Petrol,2.0 Turbo,159000,4.0,Manual,Front,4.0,Left wheel,Carnelian red,8
9165,45624951,470,1211,BMW,X5,2010,Jeep,Yes,Diesel,3,265210,6.0,Automatic,4x4,4.0,Left wheel,Black,0
9166,45797585,18189,1185,HYUNDAI,H1,2009,Minivan,Yes,Diesel,2.5,42852,4.0,Automatic,Front,4.0,Left wheel,White,4
9167,45802919,42052,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2,122184,4.0,Automatic,Front,4.0,Left wheel,Black,4
9168,41751996,42334,-,AUDI,A6 QUATTRO,2011,Sedan,Yes,Petrol,2.8,79000,6.0,Tiptronic,4x4,4.0,Left wheel,Black,8
9169,45762319,15681,-,TOYOTA,Prius,2008,Sedan,No,Petrol,2,2147483647,4.0,Automatic,Front,4.0,Left wheel,Blue,0
9170,45811448,15681,-,CHEVROLET,Cruze,2012,Sedan,No,Petrol,1.4 Turbo,140000,4.0,Manual,Front,4.0,Left wheel,Carnelian red,8
9171,45769239,69935,1646,LEXUS,GX 470,2015,Jeep,Yes,Petrol,4.6,273493,8.0,Automatic,4x4,4.0,Left wheel,Silver,0
9172,45732867,10036,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,389854,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9173,45575086,13485,503,TOYOTA,Prius C,2012,Hatchback,No,Hybrid,1.5,93000,4.0,Automatic,Front,5.0,Left wheel,Silver,8
9174,45725923,16160,707,SSANGYONG,Actyon,2011,Sedan,Yes,Diesel,2,194314,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9175,44729405,20385,-,BMW,X5,2004,Jeep,Yes,Diesel,3.0 Turbo,230000,6.0,Tiptronic,4x4,5.0,Left wheel,Grey,6
9176,45762384,15994,761,TOYOTA,Prius,2010,Sedan,Yes,Petrol,1.8,184000,4.0,Automatic,Front,4.0,Left wheel,Grey,6
9177,45797001,30750,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,146216,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9178,45804194,25889,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,156000,4.0,Automatic,Front,4.0,Left wheel,White,4
9179,45725720,12585,707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,256878,4.0,Automatic,Front,4.0,Left wheel,Black,4
9180,45806559,250,-,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,128000,4.0,Automatic,Front,4.0,Left wheel,White,12
9181,45742210,31047,-,MERCEDES-BENZ,ML 350,2010,Jeep,Yes,Diesel,3,124000,6.0,Tiptronic,4x4,4.0,Left wheel,Grey,10
9182,45763916,54568,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406,8.0,Automatic,4x4,4.0,Left wheel,Black,0
9183,45769584,941,1935,TOYOTA,Tundra,2016,Jeep,Yes,Petrol,4.6,254805,8.0,Automatic,4x4,4.0,Left wheel,White,12
9184,45760761,4704,1714,MERCEDES-BENZ,GLE 350,2017,Jeep,Yes,Petrol,3.5,59331,6.0,Automatic,Rear,4.0,Left wheel,Black,0
9185,45787133,2352,-,OPEL,Omega,1995,Sedan,No,CNG,2,234567,4.0,Manual,Rear,4.0,Left wheel,Golden,2
9186,45766985,7840,-,NISSAN,Teana,2005,Sedan,No,Petrol,2.4,74400,6.0,Automatic,Front,4.0,Right-hand drive,Silver,6
9187,45783590,29793,917,MERCEDES-BENZ,Sprinter,2013,Microbus,No,Diesel,3,256000,6.0,Automatic,Rear,2.0,Left wheel,White,0
9188,45809662,10117,645,CHEVROLET,Cruze,2011,Sedan,Yes,Petrol,1.8,170000,4.0,Automatic,Front,4.0,Left wheel,Grey,4
9189,45805176,34836,877,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,1.7,100628,4.0,Automatic,Front,4.0,Left wheel,Grey,4
9190,45765502,94,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,1600,4.0,Automatic,Rear,4.0,Left wheel,Black,12
9191,45389240,26971,-,CHEVROLET,Volt PREMIER,2013,Sedan,Yes,Plug-in Hybrid,1.4,129000,4.0,Automatic,Front,4.0,Left wheel,Grey,8
9192,45799531,18189,-,BMW,528,2007,Sedan,Yes,Petrol,3,230000,6.0,Tiptronic,Rear,4.0,Left wheel,Black,12
9193,45761466,20071,-,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.8,58000,4.0,Tiptronic,Front,4.0,Left wheel,White,12
9194,45815384,8154,-,MERCEDES-BENZ,C 200 KOMPRESSOR,2001,Coupe,No,LPG,2,173000,4.0,Tiptronic,Rear,2.0,Right-hand drive,Grey,6
9195,45809701,30891,697,HONDA,Civic,2015,Sedan,Yes,Petrol,1.8,100658,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9196,45809263,11726,446,HONDA,FIT,2014,Hatchback,Yes,Petrol,1.3,91901,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9197,45803687,17054,707,HYUNDAI,Tucson,2011,Jeep,Yes,Diesel,2,171340,4.0,Automatic,Front,4.0,Left wheel,Grey,4
9198,45813685,15053,473,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.4,74222,4.0,Tiptronic,Front,4.0,Left wheel,Silver,10
9199,45798089,4704,-,NISSAN,Note,2005,Hatchback,No,Petrol,1.5,158000,4.0,Automatic,Front,4.0,Right-hand drive,Black,6
9200,45669156,14740,-,MERCEDES-BENZ,ML 320,2000,Jeep,Yes,LPG,3.2,165500,6.0,Tiptronic,4x4,4.0,Left wheel,Black,8
9201,45802992,19008,836,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2,229398,4.0,Automatic,Front,4.0,Left wheel,Black,4
9202,45680615,13485,-,SUZUKI,Grand Vitara,2005,Jeep,No,Petrol,2.7,180000,6.0,Automatic,4x4,4.0,Left wheel,Carnelian red,6
9203,45803947,21103,642,HYUNDAI,Tucson,2012,Jeep,Yes,Diesel,2,119310,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9204,45758476,3607,441,HYUNDAI,Sonata,2015,Sedan,Yes,Hybrid,2.4,229192,4.0,Automatic,Front,4.0,Left wheel,Silver,0
9205,45763630,627,1325,MAZDA,CX-9,2019,Jeep,Yes,Petrol,2.5,14186,4.0,Automatic,Front,4.0,Left wheel,White,12
9206,45791695,30,-,TOYOTA,Prius,2009,Sedan,Yes,Hybrid,1.5,200000,4.0,Automatic,Front,4.0,Left wheel,White,6
9207,45801256,14113,474,CHEVROLET,Cruze,2013,Sedan,No,Petrol,1.4 Turbo,120000,4.0,Automatic,Front,4.0,Left wheel,Silver,12
9208,45647996,16308,891,AUDI,Q3,2016,Sedan,Yes,Petrol,2,1717,4.0,Automatic,4x4,4.0,Left wheel,Black,0
9209,45641165,784,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,102397,4.0,Automatic,Front,4.0,Left wheel,Black,12
9210,45812775,3920,779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,308694,4.0,Automatic,Front,4.0,Left wheel,Grey,11
9211,45802944,12083,911,HYUNDAI,Santa FE,2010,Jeep,Yes,Diesel,2.2,68558,4.0,Automatic,Front,4.0,Left wheel,Black,4
9212,45804821,34240,639,HYUNDAI,Tucson,2014,Jeep,Yes,Diesel,2,117436,4.0,Automatic,Front,4.0,Left wheel,White,4
9213,45811296,3763,1249,TOYOTA,RAV 4,2017,Jeep,Yes,Petrol,2.5,63618,4.0,Automatic,4x4,4.0,Left wheel,Blue,12
9214,45603148,14426,642,KIA,Sportage,2012,Jeep,Yes,Diesel,2.0 Turbo,65000,4.0,Tiptronic,Front,4.0,Left wheel,White,5
9215,45644404,5488,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,109798,4.0,Automatic,Front,4.0,Left wheel,White,12
9216,45803498,15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,267209,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9217,45809213,38217,639,CHEVROLET,Captiva,2014,Jeep,Yes,Diesel,2,48450,4.0,Automatic,Front,4.0,Left wheel,White,4
9218,45779768,14113,-,BMW,328,2007,Sedan,Yes,Petrol,3,999999999,6.0,Tiptronic,Rear,4.0,Left wheel,Silver,16
9219,45621668,157,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,377379,6.0,Automatic,4x4,4.0,Left wheel,Silver,12
9220,45806779,32302,917,BMW,535,2013,Sedan,Yes,Petrol,3.0 Turbo,65600,6.0,Tiptronic,Rear,4.0,Left wheel,Grey,12
9221,45725529,21655,707,SSANGYONG,Actyon,2011,Jeep,Yes,Diesel,2,113545,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9222,45797233,36426,880,HYUNDAI,Elantra,2018,Sedan,Yes,LPG,1.6,35643,4.0,Automatic,Front,4.0,Left wheel,White,4
9223,45340089,5959,1438,OPEL,Combo,2003,Goods wagon,No,Diesel,1.7,235000,4.0,Manual,Rear,2.0,Left wheel,Blue,2
9224,45814821,1725,1099,TOYOTA,Venza,2010,Jeep,Yes,Petrol,2.7,176437,4.0,Automatic,4x4,4.0,Left wheel,White,12
9225,45673809,15681,-,KIA,Optima,2012,Sedan,Yes,Petrol,2.4,102000,4.0,Automatic,Front,4.0,Left wheel,Grey,10
9226,45017099,6899,640,FORD,Focus,2013,Hatchback,No,Petrol,2,144000,4.0,Tiptronic,Front,4.0,Left wheel,Grey,8
9227,45749124,13799,-,MERCEDES-BENZ,C 230,2006,Sedan,Yes,Petrol,2.5,218000,6.0,Tiptronic,Rear,4.0,Left wheel,Black,2
9228,45803265,8624,640,HYUNDAI,Sonata,2013,Sedan,Yes,LPG,2,91475,4.0,Automatic,Front,4.0,Left wheel,White,4
9229,45815071,1411,986,TOYOTA,Camry,2010,Sedan,Yes,Hybrid,2.4,324613,4.0,Automatic,Front,4.0,Left wheel,White,12
9230,44294557,12544,-,BMW,X5,2003,Jeep,Yes,Petrol,3,206000,6.0,Tiptronic,4x4,4.0,Left wheel,Silver,12
9231,45782749,10349,-,TOYOTA,Ipsum,2002,Minivan,No,LPG,2.4,162000,4.0,Automatic,Front,4.0,Right-hand drive,Silver,0
9232,45760891,470,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,307325,4.0,Automatic,Front,4.0,Left wheel,Silver,12
9233,45362526,16935,-,AUDI,Q7,2008,Jeep,Yes,Petrol,3.6,220000,6.0,Tiptronic,4x4,4.0,Left wheel,Silver,8
9234,45769318,1725,1324,TOYOTA,Highlander,2010,Sedan,Yes,Hybrid,3.3,226198,6.0,Automatic,4x4,4.0,Left wheel,Green,12
9235,45781978,21953,738,CHEVROLET,Cruze,2017,Sedan,No,Petrol,1.4 Turbo,16000,4.0,Tiptronic,Front,4.0,Left wheel,Red,12
9236,45642822,3136,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,159379,4.0,Automatic,Front,4.0,Left wheel,White,12
9237,45485469,16308,-,VOLKSWAGEN,CC,2010,Sedan,Yes,Petrol,2.0 Turbo,174000,4.0,Tiptronic,Front,4.0,Left wheel,Black,12
9238,45788918,20698,639,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.0 Turbo,78000,4.0,Automatic,Front,4.0,Left wheel,Red,12
9239,45791296,13000,-,VOLKSWAGEN,Touareg,2004,Jeep,Yes,Diesel,2.5,1000,6.0,Tiptronic,4x4,4.0,Left wheel,Silver,6
9240,45771478,12544,639,FORD,Focus,2014,Hatchback,No,Petrol,2,156043,4.0,Automatic,Front,4.0,Left wheel,Black,0
9241,45803509,11604,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,496592,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9242,45809707,17923,473,CHEVROLET,Cruze,2014,Sedan,Yes,Petrol,1.4,127842,4.0,Automatic,Front,4.0,Left wheel,White,4
9243,45797223,23207,730,HYUNDAI,Elantra,2016,Sedan,Yes,Diesel,1.6,33017,4.0,Automatic,Front,4.0,Left wheel,White,4
9244,45792093,12544,530,KIA,Cerato,2013,Sedan,Yes,Petrol,1.6,116644,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9245,45730372,39458,730,SSANGYONG,Actyon,2016,Jeep,Yes,Diesel,1.6,70259,4.0,Automatic,Front,4.0,Left wheel,White,4
9246,45730731,41811,831,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,53811,4.0,Automatic,Front,4.0,Left wheel,Grey,4
9247,45810119,12570,687,CHEVROLET,Lacetti,2010,Sedan,Yes,Petrol,1.6,60000,4.0,Automatic,Front,4.0,Left wheel,Grey,4
9248,45797437,10406,1047,HYUNDAI,Elantra,2007,Sedan,Yes,Petrol,1.6,51385,4.0,Automatic,Front,4.0,Left wheel,Grey,4
9249,45769741,25089,-,FORD,Transit,2008,Microbus,No,Diesel,2.4 Turbo,280000,4.0,Manual,Rear,2.0,Left wheel,White,4
9250,45648260,862,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,130478,4.0,Automatic,Front,4.0,Left wheel,White,12
9251,45804069,45542,1017,HYUNDAI,Tucson,2017,Jeep,Yes,Diesel,2,95251,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9252,45239448,7840,-,OPEL,Meriva,2006,Minivan,No,Petrol,1.6,170000,4.0,Automatic,Front,4.0,Left wheel,Silver,8
9253,45797136,16358,966,HYUNDAI,Genesis,2009,Coupe,Yes,Petrol,2,125350,4.0,Automatic,Front,4.0,Left wheel,Grey,4
9254,45801368,8938,781,FORD,Fusion,2012,Sedan,No,Hybrid,2.5,256000,4.0,Variator,Front,4.0,Left wheel,White,8
9255,45809501,45044,891,CHEVROLET,Captiva,2016,Jeep,Yes,Diesel,2,62814,4.0,Automatic,Front,4.0,Left wheel,Grey,4
9256,45731550,43655,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,133014,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9257,45699475,17562,-,BMW,X5,2005,Jeep,Yes,LPG,3,71000,6.0,Tiptronic,4x4,4.0,Right-hand drive,Silver,10
9258,45501980,25089,-,NISSAN,Altima,2015,Sedan,No,Petrol,2.5,108000,4.0,Automatic,Front,4.0,Left wheel,Silver,8
9259,45797402,11917,531,HYUNDAI,I30,2012,Hatchback,Yes,Diesel,1.6,78807,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9260,45757724,706,645,LEXUS,CT 200h,2011,Hatchback,Yes,Hybrid,1.8,116869,4.0,Automatic,Front,4.0,Left wheel,Black,0
9261,45799901,6272,1681,BMW,320,2000,Sedan,No,Petrol,2,777,4.0,Manual,Front,4.0,Left wheel,White,0
9262,45786723,23521,697,VOLKSWAGEN,Jetta,2015,Sedan,Yes,Petrol,1.8 Turbo,76800,4.0,Tiptronic,Front,4.0,Left wheel,Grey,12
9263,45816376,1568,1018,BMW,X5,2011,Jeep,Yes,Diesel,3,270326,6.0,Automatic,4x4,4.0,Left wheel,White,12
9264,43705008,29166,-,HONDA,Civic,2016,Sedan,No,Petrol,2,44821,4.0,Manual,Front,4.0,Left wheel,White,6
9265,45781490,6300,-,BMW,7.30E+34,1990,Sedan,Yes,Petrol,3,300000,6.0,Manual,Rear,4.0,Left wheel,Grey,0
9266,45759887,706,1646,LEXUS,GX 460,2015,Jeep,Yes,Petrol,4.6,102907,8.0,Automatic,4x4,4.0,Left wheel,Black,0
9267,45444264,84675,-,AUDI,Allroad Allroad,2013,Universal,Yes,Diesel,3.0 Turbo,135000,6.0,Tiptronic,4x4,4.0,Left wheel,Brown,8
9268,45786421,5488,-,TOYOTA,Vitz,2001,Hatchback,No,Petrol,1.5,210000,4.0,Manual,Front,4.0,Right-hand drive,Sky blue,3
9269,45785703,7840,5877,MERCEDES-BENZ,CLK 430,2005,Cabriolet,No,Petrol,7.3,156470,12.0,Automatic,Rear,4.0,Left wheel,Black,12
9270,45725217,21181,836,SSANGYONG,Actyon,2010,Jeep,Yes,Diesel,2,63627,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9271,45801612,20005,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,147718,4.0,Automatic,Front,4.0,Left wheel,Silver,4
9272,45785958,26657,690,CHEVROLET,Malibu LT,2016,Sedan,No,Petrol,1.5 Turbo,112000,4.0,Tiptronic,Front,4.0,Left wheel,White,12
9273,45807914,13799,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,260000,4.0,Automatic,Front,4.0,Left wheel,Black,12
9274,45783941,13485,584,CHEVROLET,Cruze,2014,Sedan,No,Petrol,1.8,87000,4.0,Tiptronic,Front,4.0,Left wheel,White,12
9275,45802789,44247,765,HYUNDAI,Santa FE,2015,Jeep,Yes,Diesel,2,147542,4.0,Automatic,Front,4.0,Left wheel,Blue,4
9276,45658615,314,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,382746,6.0,Automatic,4x4,4.0,Left wheel,Silver,12
9277,44260168,16308,-,TOYOTA,Prius,2011,Sedan,Yes,Hybrid,2.4,104000,4.0,Tiptronic,Front,4.0,Left wheel,Black,8
9278,45726633,26149,640,SSANGYONG,Korando,2013,Jeep,Yes,Diesel,2,93338,4.0,Automatic,Front,4.0,Left wheel,White,4
